GeneSymbol	GeneID	RefSeq_Protein_GI	RefSeq_Protein_Accession	Uniprot_Protein_Accession
Nynrin	100912447	672078177; 1046824120	XP_017460430; XP_008768938	-
Nyx	302516	155369289	NP_001094437	A1XIQ3
Oacyl	291549	157817521; 564393817	NP_001099609; XP_006254921	D3ZAI4
Oaf	315594	62078913	NP_001014112	Q6AYE5
Oard1	367214	564367186; 564367188; 564367184; 672064375; 1046904659; 672064369; 1046904657; 564367176; 672064378; 564367178; 672064373; 197386056	XP_006244528; XP_006244529; XP_006244532; XP_017452033; XP_008765095; XP_008765096; XP_008765097; XP_017452032; XP_006244533; NP_001128068; XP_008765094; XP_006244534	D3ZRU3; A0A0G2K831
Oas1a	192281	25742704; 564379473	NP_620268; XP_006249444	Q5MYW5; F7EEP6; Q05961
Oas1b	246268	148747317	NP_653353	Q5BKD0; O70522
Oas1d	304508	57222292	NP_001009379	Q5MYW9
Oas1e	494201	672073046; 57222312	XP_008767470; NP_001009492	Q5MYX0
Oas1f	494199	57222306	NP_001009490	Q5MYW8
Oas1g	100910735	392352561	XP_003751245	Q5MYX1; D3ZFI0
Oas1h	494200	57222310	NP_001009491	Q5MYW7
Oas1i	304507	57527337	NP_001009680	Q5MYX1; D3ZFI0
Oas1k	494198	564379512; 57222308; 564379514	NP_001009489; XP_006249463; XP_006249462	Q5MYX2
Oas2	363938	57527617	NP_001009715	Q5MYU0
Oas3	494202	57222314	NP_001009493	Q5MYT7
Oasl	304545	57527344; 1046854371	NP_001009681; XP_017453833	G3V645; Q5MYW3
Oasl2	304549	672073310; 57527348	XP_008767549; NP_001009682	Q5MYT9; A0A140TA92
Oat	64313	11968102	NP_071966	Q6LDF7; Q6LDF6; P04182
Oaz1	25502	662033899; 23397676; 666335657	NP_001287977; NP_001284486; NP_620781	P54370
Oaz2	501454	669633305; 158187519	NP_001288226; NP_001103369	F1M7B5
Oaz3	689588	158187515	NP_001094488	F1LSS2; A1BPI0
Obox1	691860	1046847590; 564297558	XP_006228421; XP_003753303	-
Obox2	292574	1046847581; 672013138	XP_008772648; XP_008757231	-
Obp1f	192267	20302101	NP_620258	P08937
Obp2a	680754	672044727; 189458872	XP_008759830; NP_001121611	B3EY84
Obp2b	286933	1046878490; 27465627	NP_775171; XP_017446996	Q63613
Obp3	259247	77695921; 76880469; 77695923; 1046890221	NP_001029130; NP_001029131; NP_671748; XP_017449229	Q78E14
Obscn	338458	1046851087; 1046819283	XP_017453129; XP_017459445	-
Obsl1	363259	564311817; 672065920; 1046906081; 564311815; 564369277; 392350805; 564369275; 672024181; 392342435; 564311819; 564369273	XP_008756282; XP_008765531; XP_017452317; XP_006226951; XP_001062053; XP_006226949; XP_006226950; XP_006245366; XP_006245368; XP_006245367; XP_343600	D3ZZ80
Oc90	690625	672059236; 198041642	XP_008763741; NP_001128237	D3Z9Z1
Ocel1	290628	157820275; 564388484; 672079573; 672079575	XP_008769302; XP_006252918; NP_001099535; XP_008769301	D3ZE98; B5DFM2
Ociad1	289590	564383475; 62078483	NP_001013896; XP_006250956	Q5XIG4
Ociad2	100361733	403225001	NP_001258110	-
Ocln	83497	564335006; 40254754; 564335004; 564335002	NP_112619; XP_006231915; XP_006231916; XP_006231917	Q9Z303; Q6P6T5
Ocm2	25503	39930606; 564378194	NP_037127; XP_006248914	P02631
Ocrl	317576	294845709; 564400658; 564400660	NP_001101726; XP_006257591; XP_006257590	R9PXS2
Odam	641555	112984154	NP_001037739	Q3HS83
Odaph	100911949	392353047; 392333003	XP_003751390; XP_003752764	-
Odc1	24609	1046891667; 564355446; 689972108; 6981302; 564355448	NP_001289012; XP_017449519; XP_006239969; NP_036747; XP_006239970	P09057
Odf1	24610	115495551; 1046894998	XP_017450148; NP_077040	P21769; Q62652; Q63390; Q63535; Q63534
Odf2	29479	1046878555; 1046878562; 1046878570; 1046878572; 1046878575; 1046878552; 1046878560; 1046878595; 76880451; 1046878565; 1046878580; 1046878585; 1046878582; 1046878587; 1046878591; 222418641; 1046878577; 1046878589; 1046878550; 1046878558; 1046878567; 1046878593	XP_017447008; XP_017447010; XP_017447017; NP_058909; XP_017447012; XP_017447013; XP_017447022; XP_017447023; XP_017447009; XP_017447011; XP_017447016; XP_017447019; XP_017447027; NP_001138477; XP_017447015; XP_017447018; XP_017447024; XP_017447025; XP_017447020; XP_017447026; XP_017447014; XP_017447021	A0A0H2UHM4; P97575; Q6AYX5; Q62693; O70408; G3V7X0; Q9JIZ3
Odf2l	685425	564339132; 564339134; 564339136; 564339140; 564339144; 564339148; 564339152; 672044309; 1046873736; 564339146; 197927450; 1046873731	XP_006233507; XP_008759747; XP_006233509; NP_001128180; XP_017446599; XP_017446600; XP_006233503; XP_006233505; XP_006233508; XP_006233511; XP_006233501; XP_006233502	B2RYL6; A0A0G2K7F1; G3V7S9
Odf3	365387	157821547; 564331758	NP_001102394; XP_006230625	D3ZE94
Odf3b	500917	300795403; 564361549; 564361551	NP_001178921; XP_006242299; XP_006242300	D4AD19
Odf3l1	315695	1046900241; 157822863; 1046900248; 1046900246; 672062032; 564363848	XP_017451141; XP_008764494; XP_006243184; XP_017451139; NP_001101621; XP_017451140	D4A5D6
Odf3l2	299600	300796232	NP_001178706	D3ZJC1
Odf4	303236	564372740; 1046849380; 56090299; 1046849382	XP_006246760; XP_017452771; NP_001007671; XP_017452770	Q6AXT9
Odr4	304863	1046822780; 109498003	XP_222746; XP_017460176	D3ZV63
Ofcc1	690971	672029917; 1046867377	XP_008772170; XP_017456258	-
Ofd1	302661	1046907240; 157819683; 1046907242; 672087326	XP_008771386; XP_008771385; XP_017457492; NP_001100431	D3ZUD5
Oga	154968	1046840282; 18777747	NP_571979; XP_017444197	A0A0H2UI10; Q8VIJ5
Ogdh	360975	62945278; 564384805; 564384801; 564384803	XP_006251509; XP_006251510; NP_001017461; XP_006251508	Q5XI78
Ogdhl	290566	564387844; 157819765	XP_006252646; NP_001099532	D3ZQD3
Ogfod1	307657	157817865	NP_001100881	D4ACB4
Ogfod2	288657	564379345; 157786914	NP_001099397; XP_006249393	D3ZU70
Ogfod3	303749	62078681	NP_001013998	Q5M843
Ogfr	83525	309319787	NP_445792	Q3MID9
Ogfrl1	316290	71043628	NP_001020879	Q4KLH3
Ogg1	81528	1046885686; 13540701; 672050713	XP_017448395; NP_110497; XP_008761420	O70249
Ogt	26295	139948535; 564399510; 564399512; 564399514	XP_006257118; NP_058803; XP_006257119; XP_006257120	A0A0G2K3V4; G3V6F4; P56558
Oip5	499873	1078569870; 	NP_001333352; 	-
Oit3	294559	48040437	NP_001001507	Q6V0K7
Ola1	296488	76677911	NP_001029099	A0JPJ7
Olah	64669	672082481; 672082483; 12083671; 1046866263	XP_008770108; XP_008770109; XP_017456149; NP_073196	P08635
Olfm1	93667	564340141; 564340145; 1046881223; 17865343; 564340143	XP_006233938; XP_017447574; NP_446025; XP_006233937; XP_006233939	Q62607; Q62606; Q62608; Q62609
Olfm2	313783	564362625; 564362621; 62543529; 1046900042	XP_006242705; XP_006242703; NP_001015017; XP_006242704	Q568Y7; A6JNL2
Olfm3	252920	1046871698; 1046871700; 21955259	NP_665720; XP_017446129; XP_017446128	Q8BKV2; Q8R4K4; Q8R4K3; P63057; Q8BLL6; Q8QZW0
Olfm4	290409	672078692; 157823295	XP_008769085; NP_001099522	D3ZMI6
Olfml1	361621	61557242	NP_001013210	Q66H86
Olfml2a	296708	564340633; 157817338	XP_006234136; NP_001100042	D3ZMR0
Olfml2b	304960	564381654; 157821323	NP_001100665; XP_006250281	D4A0J7
Olfml3	310743	157821459; 564338193	XP_006233139; NP_001101178	G3V8H7
Olfr1055	100360609	1046883278	XP_002729241	-
Olfr1330-ps1	679789	1046832245; 1046891461	XP_017449456; XP_017458428	-
Olfr873	100359873	1046835997; 1046903144	XP_002729926; XP_002727053	-
Olig1	60394	237757336	NP_068538	Q9WUQ3
Olig2	304103	281371419	NP_001094027	G3V612
Olig3	293012	157820277	NP_001099739	D4A572
Olr1	140914	404247470	NP_579840	O70156; A0A0G2K1K0
Olr10	293072	47578057	NP_001000115	D4A4K1
Olr1000	288891	47578071	NP_001000077	-
Olr1002	288881	47777756	NP_001001371	D3ZPD7
Olr1006	288886	47578067	NP_001000075	D3ZH49
Olr1007	288887	47578069	NP_001000076	D3Z9Q0
Olr101	405009	47578059	NP_001000744	D4ACY0
Olr1012	288861	47578065	NP_001000071	M0R7Y7
Olr1014	404920	47578063	NP_001000699	-
Olr1016	288858	47578061	NP_001000070	D4A5I0
Olr1020	288854	47578055; 1046895175	NP_001000069; XP_017450184	D3ZC64
Olr1022	405965	47578053	NP_001001075	-
Olr1024	288851	47578051; 672057681	NP_001000068; XP_003750315	-
Olr1029	288850	47777752	NP_001001366	D3ZSQ0
Olr103	293242	47578047	NP_001000144	D3ZCE8
Olr104	293243	47578045	NP_001000145	D4AD74
Olr1049	288840	47777754	NP_001001365	-
Olr105	293244	47578039	NP_001000146	D4AD71
Olr1051	288839	47777750	NP_001001364	D4A2J8
Olr1052	288838	47777748	NP_001001363	-
Olr1055	288835	47578043	NP_001000067	D3ZFB7
Olr1057	288866	47578041	NP_001000072	-
Olr1058	288832	1046895166; 1046895171; 47578037; 1046895169	XP_017450182; XP_017450180; NP_001000066; XP_017450181	D3Z997
Olr1059	288831	47777744	NP_001001362	D4A294
Olr106	293245	47578017	NP_001000147	D4AD64
Olr1060	404904	47578033	NP_001000698	D3ZC42
Olr1061	288829	47578035	NP_001000065	D4AE38
Olr1063	288828	47578031	NP_001000064	D3ZJQ3
Olr1064	405966	47578027	NP_001001076	M0R6I9
Olr1065	304633	47578029	NP_001000498	D3ZIB4
Olr1067	404903	47578025	NP_001000697	D4AAG7
Olr1068	405967	47578021	NP_001001077	D3Z961
Olr1069	362821	47578023	NP_001000522	D4AA37
Olr107	293246	47578001	NP_001000148	F1M857
Olr1070	366816	47578019	NP_001000591	M0RCF6
Olr1071	288823	47578013	NP_001000063	D4A7L2
Olr1072	288822	47578015	NP_001000062	D4A7M1
Olr1073	405362	47578011	NP_001000998	P35898
Olr1075	299596	47578007	NP_001000421	D4AD59
Olr1076	404961	47578009	NP_001000712	D4AD60
Olr1077	405280	47578003	NP_001000941	A0A0G2K8D3
Olr1078	299593	46485415; 1046895263	XP_017450201; NP_997480	P23265
Olr1079	404960	47578005	NP_001000711	M0R4D5
Olr108	293247	47577987	NP_001000149	D4ACT9
Olr1081	366834	47577997	NP_001000592	F1LRH6
Olr1082	287002	27545436	NP_775457	P23268
Olr1083	404959	47577999	NP_001000710	A0A0G2JTJ2
Olr1084	404958	47577993	NP_001000709	A0A0G2K137
Olr1085	299589	47577995	NP_001000420	F1LNZ4
Olr1086	299588	47577989	NP_001000419	D4A5L0
Olr1087	299586	47577991	NP_001000418	D3ZZN7
Olr1088	299582	672058102; 1046834707	XP_017458821; XP_008763414	-
Olr109	405298	47577979	NP_001000952	-
Olr1090	299553	47777746	NP_001001379	-
Olr1091	366843	47577985	NP_001000593	M0RB21
Olr1092	299570	47777740	NP_001001380	-
Olr1093	366844	47777742	NP_001001388	-
Olr1095	299576	47577981	NP_001000416	D3ZTF8
Olr1096	302027	47577983; 672048616	NP_001000485; XP_008760869	D4ACL1
Olr11	293070	47577845	NP_001000114	F1LZI8
Olr110	405007	47577967	NP_001000743	D4ABG1
Olr1102	300194	672060583; 672022349	XP_008764073; XP_008774815	-
Olr1104	405216	47577977; 1046896721	XP_017450519; NP_001000906	D4AE45
Olr1105	405968	1046896723; 47577973	NP_001001078; XP_017450520	D3ZH60
Olr1106	300199	47577975; 1046895590	XP_017450276; NP_001000423	D3ZVJ7
Olr1107	300202	47577969; 564361812	NP_001000424; XP_006242382	Q5USB9
Olr1108	405353	47577971	NP_001000993	Q5USB8
Olr111	405006	47577953	NP_001000742	-
Olr1111	300205	47577965	NP_001000425	D4A8Z1
Olr1115	405185	47577961	NP_001000885	D4ACI0
Olr1117	405183	47577959	NP_001000884	D4ABS4
Olr1118	405182	47577955; 1046836135	XP_017459065; NP_001000883	D3ZPB5
Olr1119	405346	47577957	NP_001000988	D4A2N6
Olr112	293250	47577935	NP_001000150	-
Olr1121	315452	47577949	NP_001000516	D3ZM97
Olr1122	405181	47577951	NP_001000882	D3ZM88
Olr1124	300392	47577945	NP_001000426	A0A0G2JV10
Olr1125	405180	47577947	NP_001000881	D4A8Q3
Olr1126	405179	47577943	NP_001000880	D3ZM73
Olr1128	405345	47577939	NP_001000987	-
Olr1129	405178	47577941	NP_001000879	D3ZMP4
Olr113	293251	47577925	NP_001000151	D4ABE4
Olr1130	300400	47577937	NP_001000428	D3ZMP5
Olr1132	405344	47577933	NP_001000986	D3ZMP8
Olr1135	405177	47577931	NP_001000878	M0R8T8
Olr1137	405969	47577927	NP_001001079	M0R5A1
Olr1138	405970	47577929	NP_001001080	M0RC27
Olr1139	300395	47577923	NP_001000427	D4AB09; D3ZAW8
Olr114	405297	47577909	NP_001000951	D3ZCN8
Olr1142	405175	47577919	NP_001000877	D3ZDB0
Olr1143	405391	47577921	NP_001001017	-
Olr1144	405174	47577915	NP_001000876	D3ZP03
Olr1145	300405	47577917	NP_001000429	F1LQB6
Olr1146	300407	1046903020; 1046835940	XP_017451668; XP_017459024	-
Olr1147	300408	47577911	NP_001000431	D3Z9Y6
Olr1148	405173	47577913	NP_001000875	A0A0G2JTV4
Olr1149	405172	47577907	NP_001000874	A0A0G2K469
Olr115	293253	47577895	NP_001000152	D4ACA8
Olr1151	300411	47577905; 1046899574	XP_017451017; NP_001000432	A0A0G2JYC1
Olr1155	300414	47577903	NP_001000433	D4AD52
Olr1156	405171	47577901	NP_001000873	D3ZH96
Olr1158	405169	47577897	NP_001000872	D3ZLT2
Olr1159	405168	47577899	NP_001000871	M0R8Y2
Olr1160	405341	47577893	NP_001000985	D3ZS94
Olr1162	405167	47577889	NP_001000870	D4AC18
Olr1163	405166	47577891	NP_001000869	D3ZZJ3
Olr1164	405340	47577885	NP_001000984	M0RD46
Olr1165	405165	47577887	NP_001000868	D3Z9G7
Olr1166	405164	47577883	NP_001000867	D3ZD63
Olr1169	300425	47577881	NP_001000434	M0R7X1
Olr1171	405373	47577877	NP_001001005	M0RCF1
Olr1172	405339	47577879	NP_001000983	A0A0G2KB88
Olr1174	405390	47577875	NP_001001016	P35896
Olr1177	405160	47577873	NP_001000865	-
Olr1179	405158	47577871	NP_001000864	D3Z7Z3
Olr1185	405337	68299785	NP_001000982	D4A7T4
Olr1186	405155	47577865	NP_001000862	D3Z819
Olr119	293255	47577843	NP_001000153	D4A8A3
Olr1191	405336	47577863	NP_001000981	-
Olr1192	405152	47577859	NP_001000859	D3ZL48
Olr1193	367032	47577861	NP_001000594	D3ZR67
Olr1194	405108	47577855	NP_001000820	D3ZRD7
Olr1195	405971	47577857	NP_001001081	D3ZMV7
Olr1196	300524	47577851	NP_001000435	D4AE39
Olr1197	406021	47577853	NP_001001120	D3ZI53
Olr1198	300525	47577847	NP_001000436	-
Olr1199	405107	47577849	NP_001000819	D3ZN02
Olr12	365302	47576271	NP_001000540	D3ZGF7
Olr120	293256	47577829	NP_001000154	D3ZJB3
Olr1200	405319	47577839	NP_001000966	A0A096MJG2
Olr1201	405106	47577841	NP_001000818	M0RDU5
Olr1202	405105	47577835; 1046900974	XP_017451295; NP_001000817	D3ZNU9
Olr1203	405972	47577837	NP_001001082	M0RC05
Olr1204	300529	47577833	NP_001000437	A0A096MJ92
Olr1206	405103	47577831	NP_001000816	A0A096MK69
Olr121	293257	47577819	NP_001000155	D3ZV48
Olr1213	405101	47577827	NP_001000815	D4A571
Olr1214	300538	47577825	NP_001000438	M0R4T3
Olr1217	300540	47577821	NP_001000439	D3ZQE6
Olr1218	302087	1046900033; 47577823	NP_001000488; XP_017451095	M0RCI3
Olr1219	405318	47577817	NP_001000965	D3ZSV0
Olr122	293258	47577805	NP_001000156	D3ZKU2
Olr1220	405100	47577813	NP_001000814	M0RDN2; M0RB01
Olr1222	300548	47577815; 1046899616	XP_017451023; NP_001000440	D4A809
Olr1223	300549	47577811	NP_001000441	D3ZK06
Olr1225	405974	47577867	NP_001001083	M0R9F3
Olr1226	300551	47577869	NP_001000442	M0R9R7
Olr1227	300552	47577807	NP_001000443	-
Olr1228	405316	47577809	NP_001000964	D4A209
Olr1229	300554	47577803	NP_001000444	M0R720
Olr1230	367060	672048654; 47577799	NP_001000595; XP_008760874	-
Olr1231	405099	47577801	NP_001000813	A0A0G2K5L8
Olr1232	300557	47577795	NP_001000445	A0A0G2JUI8
Olr1233	405975	47577797	NP_001001084	M0R5D5
Olr1234	300558	47577791	NP_001000446	A0A0G2JTK8
Olr1235	300560	47577793	NP_001000447	D3ZCY9
Olr1236	405098	47577787	NP_001000812	A0A0G2KAR6
Olr1237	405315	47577789	NP_001000963	D3ZGW5
Olr1238	405387	47577783	NP_001001013	D3ZTG0
Olr1239	405097	1046900972; 47577785	NP_001000811; XP_017451294	M0RAN3
Olr124	293260	47577755	NP_001000157	D4AEH0
Olr1240	300565	47577779	NP_001000448	D3ZU37
Olr1241	300566	47577781	NP_001000449	D4A0G4
Olr1242	300567	47577775	NP_001000450	D4ACK5
Olr1243	300568	47577777	NP_001000451	A0A0G2K370
Olr1244	405096	1046884988; 47577767	XP_017448225; NP_001000810	A0A0G2K7R6
Olr1245	405095	47577769	NP_001000809	A0A0G2JUK3
Olr1246	405094	47577763	NP_001000808	M0R5Y1; M0RBY4
Olr1247	405093	47577765	NP_001000807	M0RDS6
Olr1248	300573	47577759	NP_001000452	M0RA98
Olr1249	405396	47577761	NP_001001020	-
Olr125	405004	47577741	NP_001000740	D4AEG4
Olr1250	405092	47577757	NP_001000806	M0R9D1
Olr1251	300576	47577751	NP_001000453	M0RCT3
Olr1252	300577	47577753	NP_001000454	M0R5Z3
Olr1253	405091	47577747	NP_001000805	D3ZI10
Olr1254	405976	47577749; 1046900978	NP_001001085; XP_017451299	D4A431
Olr1256	405977	47577745	NP_001001086	M0RA16; M0R889
Olr1257	367061	47577743	NP_001000596	M0RDG9
Olr1258	100909996	1046883113	XP_003749575	-
Olr1259	300581	47577739	NP_001000455	D3ZGT7; M0RAQ0
Olr126	293262	47577725	NP_001000158	D3ZEX5
Olr1260	405314	47577735; 1046900976	NP_001000962; XP_017451296	D4A6Y2; M0RC18
Olr1261	405090	47577737	NP_001000804	M0R786
Olr1262	405089	47577733	NP_001000803	M0R9T7
Olr1264	300583	47577729	NP_001000456	D4A012
Olr1265	300584	47577731	NP_001000457	D3ZEL9
Olr1266	405088	47577727	NP_001000802	D3ZV69
Olr127	405911	47576299	NP_001001026	D3ZNE7
Olr1271	286959	27545376	NP_775422	M0RC64; M0RD01; Q63395
Olr1273	300589	47576305	NP_001000458	D4A8K9
Olr1274	405086	47576301	NP_001000801	M0R5C8
Olr1275	405085	47576303	NP_001000800	M0R5L1
Olr1278	286913	27465587	NP_775152	O35184
Olr1279	405313	47576297	NP_001000961	D4A2S5
Olr128	293263	47576285	NP_001000159	D4AEE2
Olr1280	315571	47576295	NP_001000517	M0R5A7
Olr1283	315572	47576293	NP_001000518	A0A0G2JTF9
Olr1285	300595	47576289	NP_001000459	A0A0G2KAT1
Olr1286	405084	47576291	NP_001000799	A0A0G2K9D3
Olr1288	405082	47576287	NP_001000798	A0A0G2K2X4
Olr129	405912	47576269	NP_001001027	D3ZFT4
Olr1291	405081	47576283	NP_001000797	A0A0G2K0A4
Olr1292	405312	47576279	NP_001000960	M0R7Q1; M0R8A6
Olr1293	300599	47576281	NP_001000460	M0R8G9
Olr1294	367064	47576275	NP_001000597	-
Olr1295	367065	47576277	NP_001000598	M0R4Q4
Olr1297	300600	47576273	NP_001000461	M0RCZ1
Olr13	293075	47577963	NP_001000116	D3ZQU0
Olr130	293268	47606387	NP_001001272	D3ZX33
Olr1301	300602	392350008; 47576267	XP_003750548; NP_001000462	-
Olr1302	300603	47576263	NP_001000463	D3ZIV6
Olr1303	405080	47576265	NP_001000796	M0RAI0
Olr1304	300605	47576259	NP_001000464	D3ZIW1
Olr1305	405311	47576261	NP_001000959	D3ZIW2
Olr1306	300607	47576255	NP_001000465	D3ZIW3
Olr1307	315573	47576257	NP_001000519	G3V9R1
Olr1308	405079	47576251	NP_001000795	D4A0R7
Olr1309	300610	47576253	NP_001000466	F1M2T9
Olr131	405071	47606389	NP_001001285	D3ZEA7
Olr1311	300613	47576249	NP_001000467	D3ZW36
Olr1313	405078	47576247	NP_001000794	D3Z9S2
Olr1314	300615	47576243	NP_001000468	D4A7M9
Olr1315	300616	1046899619; 47576245	XP_017451024; NP_001000469	F1LPC2
Olr1316	405077	47576241	NP_001000793	D3ZEP3
Olr1318	405980	665505961	NP_001001087	A0A0G2JW89
Olr1319	300620	47576239	NP_001000470	A0A0G2JYP5
Olr132	293271	47606383	NP_001001273	D3ZTS9
Olr1320	300621	47576233	NP_001000471	A0A0G2K2S7
Olr1321	405076	1046900970; 47576235	NP_001000792; XP_017451293	A0A0G2K1Z4
Olr1323	300624	47576231	NP_001000472	A0A0G2K9G5
Olr1325	300625	47576227	NP_001000473	A0A0G2K0H8
Olr1326	300626	47576229	NP_001000474	D3ZYY4
Olr1327	300627	47576223	NP_001000475	A0A0G2K6U4
Olr1328	367067	1046900887; 47576225	XP_017451271; NP_001000599	A0A0G2K0K4
Olr1329	405075	47576219	NP_001000791	A0A0G2K2E7
Olr1330	300630	47576221	NP_001000476	D3ZKR2
Olr1331	405074	1046903045; 47576215	XP_017451674; NP_001000790	D4A368
Olr1332	300632	1046899621; 47576217	XP_017451025; NP_001000477	-
Olr1334	300634	47576213	NP_001000478	A0A0G2K2S6
Olr1335	300635	47576209	NP_001000479	A0A0G2JUC2
Olr1337	300637	47576211	NP_001000480	A0A0G2JVM1
Olr1338	405073	47576205	NP_001000789	M0RA67; D3ZLU2
Olr1339	300639	47576207	NP_001000481	D3ZLT4
Olr1340	300640	392341894; 392350067	XP_001064058; XP_003750562	F1LWN7
Olr1341	300643	47576203	NP_001000482	D3ZLS8
Olr1343	405982	1046904805; 47576199	NP_001001088; XP_017452078	D3ZG63
Olr1344	301610	47576201	NP_001000483	D3ZQI8
Olr1345	405023	47576195	NP_001000753	D3ZTU1
Olr1346	316633	47576197	NP_001000520	F1MAR1
Olr1347	406024	47576193	NP_001001121	G3V9E6
Olr1349	301611	47576187; 1046903973	NP_001000484; XP_017451870	D3ZKF9
Olr135	405913	47606385	NP_001001288	D4A084
Olr1350	405022	47576189	NP_001000752	D4A438
Olr1351	405021	47576181	NP_001000751	-
Olr1352	405301	47576183	NP_001000953	D3ZLY6
Olr1353	405020	564369864; 564369866; 47576179	NP_001000750; XP_006245608; XP_006245607	-
Olr1355	287080	47576175	NP_999988	-
Olr1356	302954	47576177	NP_001000493	G3V9S1
Olr1358	287077	47576173; 1046848605	NP_999987; XP_017452544	D4A223
Olr136	293273	47576163	NP_001000160	D3ZCZ7
Olr1361	287000	27545432	NP_775455	P23266
Olr1362	363546	54635068	NP_001006598	F1M9D1
Olr1364	405150	47576171	NP_001000858	D4A215
Olr1365	287081	47576167; 1046848607	XP_017452545; NP_999989	M0R7C9
Olr1366	405335	47576169; 672066716; 1046850102; 1046850104; 672066712; 1046850099	XP_008765745; XP_017452926; NP_001000980; XP_008765743; XP_017452924; XP_017452925	-
Olr1368	287082	47576165	NP_999990	M0R9P0
Olr1369	302958	47576161	NP_001000494	M0RDE1
Olr137	405003	47606381	NP_001001283	D3ZCZ1
Olr1370	405334	47576157	NP_001000979	M0R4Y8
Olr1372	287083	1046848609; 47576153	NP_999991; XP_017452546	M0RAD6
Olr1373	287090	47576155	NP_999995	D4A222
Olr1374	405333	47576149	NP_001000978	M0R452
Olr1375	287088	47576151	NP_999994	D4ACQ7
Olr1376	287084	47576145	NP_999992	D3Z9V0
Olr1378	287086	47576143	NP_999993	D3ZK85
Olr1380	405148	47576139	NP_001000857	D4ACJ6
Olr1381	363549	47576141	NP_001000523	D3ZPA4
Olr1382	287093	47576133	NP_999996	D4A9X3
Olr1383	287232	47576135	NP_999997	D3ZS96
