GeneSymbol	GeneID	RefSeq_Protein_GI	RefSeq_Protein_Accession	Uniprot_Protein_Accession
Neurl4	216860	568973078; 61740637; 597955310; 568973076; 597955339; 568973083; 1039736667; 	XP_006532974; XP_006532972; NP_001013432; NP_001278047; XP_017169947; XP_006532971; NP_001278048; 	H3BK72; H3BJZ3; Q69ZA2; Q8R1V5; Q3U090; Q5NCX5; Q5NCX4
Neurod1	18012	33563268	NP_035024	Q545N9; Q60897; Q60867
Neurod2	18013	157266290	NP_035025	Q925V5; Q61952; Q3TYB2; Q62414
Neurod4	11923	568966503; 1043916025; 6671587; 1043916023	XP_006513205; NP_001316418; NP_031527; NP_001316419	Q545C0; O09105
Neurod6	11922	6753130	NP_033847	P48986; Q3UN97; Q5M8T7
Neurog1	18014	6754826	NP_035026	P70660
Neurog2	11924	6753132	NP_033848	P70237; Q6GTH9; P70447
Neurog3	11925	157267376	NP_033849	P70661; Q548G3
Nexmif	245555	148539922; 569010142; 569010136	XP_006528097; XP_006528094; NP_001070822	Q8BW26; Q5DTT1; Q003Y8; Q8BYR0
Nexn	68810	568923868; 568923878; 568923890; 755504357; 240849436; 568923870; 1269208466; 568923866; 568923872; 568923882; 568923886; 755504360; 755504364	XP_006502055; XP_006502059; XP_006502065; XP_011238516; XP_011238518; XP_006502053; XP_006502056; NP_001344135; XP_006502054; XP_006502061; XP_006502063; XP_011238517; NP_955759	Q3UWU6; Q7TPW1; Q3UX39; E9QJX5; Q3TQP3; Q3UWU2; A0A0G2JEX1
Nf1	18015	568972096; 34878892; 568972092; 568972098; 568972102; 568972100; 568972094; 568972104	XP_006532504; XP_006532499; XP_006532502; XP_006532500; XP_006532501; XP_006532505; XP_006532503; NP_035027	Q61957; Q61956; Q04690
Nf2	18016	568969985; 568969987; 755536256; 356582398; 568969989; 755536261; 1039736031; 568969993; 568969983; 356582396; 356582401; 1371986040; 1371986125; 568969991; 1039736035; 356582403; 1371986096; 31982775	XP_006514633; NP_001239181; NP_001348604; XP_006514635; XP_006514636; XP_017169823; NP_001239180; NP_001239182; XP_011241972; XP_006514637; XP_011241971; XP_017169824; NP_001348605; NP_001348606; NP_035028; XP_006514632; NP_001239179; XP_006514634	Q9D3K3; P46662; Q8BR03; Q3TIW4
Nfam1	74039	406719600; 406719598; 27229169; 406719602; 568993521; 406719595	NP_001258342; NP_001258343; XP_006521549; NP_001258340; NP_001258341; NP_083004	Q3TCT5; Q3UAX8; Q9D5Z3; Q8R4V1
Nfasc	269116	755494367; 755494358; 755494365; 755494373; 755494379; 1039729041; 1039729043; 1039729046; 755494369; 755494387; 755494337; 755494356; 755494350; 755494381; 755494389; 1039729049; 1039729057; 237858634; 35215309; 755494348; 1039729037; 755494352; 237858630; 755494343; 755494345; 755494354; 1039729055; 1039729059; 237858632; 755494361; 755494339; 755494341; 1039729035; 1039729053; 755494371; 755494375; 1039729033	XP_006529697; XP_006529707; XP_006529709; XP_011246317; XP_011246325; XP_017176376; XP_017176401; XP_017176392; XP_017176398; NP_001153788; XP_006529716; XP_011246320; XP_017176400; XP_006529698; XP_011246315; XP_011246318; XP_011246322; XP_011246323; XP_017176396; XP_006529702; XP_011246313; XP_011246328; XP_017176383; NP_001153789; XP_011246321; XP_017176391; XP_006529714; XP_011246316; XP_011246319; XP_011246326; XP_011246327; NP_001153790; XP_011246314; XP_017176374; XP_017176386; XP_017176389; NP_874385	A0A087WNW2; E9PW06; Q6P6Q1; Q810U3; E9Q171; Q6ZQ54
Nfat5	54446	568957204; 1039790363; 568957200; 568957208; 555943850; 163937840; 568957198; 1039790365; 163937838; 568957206; 568957210; 568957202	XP_006531256; XP_006531254; NP_061293; XP_006531259; XP_006531260; XP_017168393; XP_006531255; XP_006531258; NP_598718; XP_006531257; XP_017168394; NP_001273189	Q9WV30; E9Q6U2; Q91WY0; E9Q0P3; G5E8N9; Q3UZ77; A0A1U6URG8; Q9JLA1
Nfatc1	18018	255759921; 38348193; 255759919; 31560459; 255759925; 255759923	NP_001157584; NP_001157581; NP_058071; NP_001157582; NP_001157583; NP_940821	Q6P7T9; B5B2N7; B5B2N4; B5B2N2; B5B2N5; Q9DBQ6
Nfatc2	18019	599045585; 599044177; 599045172; 81295421; 599045228; 209862955; 599044675; 599044431; 599045472; 599045080; 599043998; 81295412; 599044534; 599045138; 599043993; 81295418	NP_001278107; NP_001278105; NP_001032255; NP_001278100; NP_001278104; NP_001278108; NP_001129545; NP_001278097; NP_001278101; NP_001278102; NP_001278106; NP_001278103; NP_001032254; NP_001278098; NP_001278099; NP_035029	Q8C443; A2AQC7; Q60591; Q60984; B5B2P7; A2AQC8; B5B2Q4; B5B2Q3; A2APK2; A2APK3; B5B2Q2; Q91Y65; B5B2P6; B5B2R5; A2AQC5; Q60985; B5B2Q6; A2AQC6; B5B2P8; Q3TTU8
Nfatc2ip	18020	254588131; 568949807	XP_006507493; NP_035030	Q8CDG2; O09130; Q9CVY5
Nfatc3	18021	568956300; 1583138672; 1583138670; 113199769; 568956302	XP_006530816; NP_001355726; XP_006530817; NP_035031; NP_001355725	B5B2U4; Q3UZ64
Nfatc4	73181	270047510; 270047506	NP_001161818; NP_076188	Q9EP91; B5B2X2; Q3TXW7; Q8K120
Nfe2	18022	695917224; 568991634; 40254626; 695917228; 695917226; 695917235; 568991626; 695917221	XP_006520636; NP_001289268; XP_006520632; NP_001289270; NP_001289272; NP_001289269; NP_001289267; NP_032711	A0A0R4J0Y5; Q07279; D3Z224; Q6P6K5
Nfe2l1	18023	194394183; 194394185; 1371985614; 755537628; 194394181; 194394187; 194440738; 31982173	NP_001123923; NP_001123924; NP_001123926; XP_011247092; NP_001123922; NP_001348611; NP_032712; NP_001123925	O70234; Q3V3M1; Q3U5L0; E9Q038; Q61985; Q6GTN8; Q3UFI8
Nfe2l2	18024	6754832; 	NP_035032	Q60795; Q3UQK0
Nfe2l3	18025	6754834	NP_035033	Q3UZC1; Q9WTM4
Nfia	18027	568928579; 568928581; 171846256; 171846259; 6754836; 568928583; 568928585; 568928577	XP_006502907; NP_035035; NP_001116424; NP_001116425; XP_006502905; XP_006502908; XP_006502904; XP_006502906	Q02780; Q8VBT5; Q05B39; B1AUC0; P70250; Q3UTK6; Q3UUZ2; P70251; Q61960; Q9R1G5
Nfib	18028	1039766866; 554790367; 568926151; 568926149; 1039766868; 163965420; 163965422; 554790360; 148747370	XP_017175511; XP_006537717; NP_001273056; XP_017175510; NP_001106681; NP_032713; NP_001106680; XP_006537716; NP_001273060	P97863; P70253; P70254; Q9R1G4; Q6GSP7; P70252
Nfic	18029	6679042; 84370351; 568966906	XP_006513398; NP_032714; NP_081032	Q99MA8; Q99MA5; P70255; O09072; Q9R1G3; Q99MA3; Q99MA6; P70256; Q3U2I9; Q99MA4; Q3UHA6; Q99MA7
Nfil3	18030	8393832; 568982405; 1039743275; 755544695	XP_011242681; XP_006516940; NP_059069; XP_017170907	Q497U0; O08750; Q3ULK2
Nfix	18032	126517487; 6754838; 568956304; 568956318; 755526513; 568956306; 755526511; 568956308; 568956310; 568956316; 662236747; 568956314; 568956312; 126517474	XP_006530823; XP_006530826; XP_006530822; NP_001284530; XP_006530818; XP_006530825; XP_006530819; XP_006530820; XP_006530824; XP_011246628; XP_006530821; NP_001075451; NP_001075450; NP_035036	Q3TYK3; Q5CZY4; O08519; Q64192; Q9R1G2; P70258; Q99L78; E9PUH7; P70257
Nfkb1	18033	568922012; 568922014; 117606364	NP_032715; XP_006501170; XP_006501169	Q3TZE8; Q6TDG8; Q80Y21; P25799; Q75ZL1; B2RRQ6; Q8C712; Q3V2V6
Nfkb2	18034	569006534; 293651548; 9506921; 293651546	XP_006526806; NP_001170840; NP_062281; NP_001170841	Q3UV15; Q3UG25; Q9WTK5
Nfkbia	18035	226052096	NP_035037	Q9Z1E3; Q3UB40; Q80ZX5; Q3U9W9
Nfkbib	18036	24111253; 815890832	NP_001293151; NP_035038	Q9D6L5; Q564F1; Q60778
Nfkbid	243910	755519606; 568945709; 1344537276; 755519604; 1344538211; 568945705; 26024319; 568945707	NP_742154; XP_006540015; NP_001347836; XP_011248876; XP_006540014; XP_011248875; NP_001347835; XP_006540016	Q3TJP0; Q8CIW1; Q2TB02
Nfkbie	18037	31543321; 756761801	NP_032716; NP_001291885	Q9D7U3; A0A3B2WAY2; Q9CZZ9; Q3U686; O54910
Nfkbil1	18038	1426138234; 6754844; 568999292	NP_001351838; XP_006523853; NP_035039	O88995; Q91X16; Q9R1Y3
Nfkbiz	80859	226874841; 13447398; 226874843	NP_001152866; NP_085115; NP_001152867	Q3TVL7; Q3URP0; Q5NT97; Q99NA4; Q3U8Y9; Q3UCI2; Q9EST8; Q3TWK9; Q3UW99
Nfrkb	235134	568959267; 568959273; 1327850325; 1039792898; 568959269; 1039792896; 40254249	XP_006510281; NP_001346583; XP_006510284; XP_017168796; XP_017168797; XP_006510282; NP_766354	Q8K0X6; Q6PIJ4; Q8BWV5
Nfs1	18041	568915747; 161016824	NP_035041; XP_006498960	Q9Z1J3; Q9CTB2; Q8C6I5
Nfu1	56748	568942488; 755517104; 282154803; 568942486; 755517106; 282154801	XP_011239718; XP_011239719; XP_006506482; NP_001164062; XP_006506483; NP_064429	Q8CF80; A0A0N4SUH8; Q9QZ23; Q3ULE0; Q9D1B7; Q6VNZ7
Nfx1	74164	594190924; 110347529; 755506897; 755506899; 594190892; 568927514	NP_001277377; XP_011248425; XP_006538382; NP_076228; NP_001277378; XP_011248426	Q3U2A7; Q3UK95; Q3UMW1; Q9JKW7; Q8CC59; Q9DBC8; B1AY10; Q7TPT4
Nfxl1	100978	755511254; 1331036848; 124301201	NP_598682; NP_001346766; XP_011238988	E9Q8I7
Nfya	18044	1039752861; 6754848; 161016831; 568999294; 568999298; 568999302; 568999300; 568999304; 1104876359; 1104876364	XP_006523856; XP_017172781; NP_035043; XP_006523858; NP_001334330; NP_001334331; XP_006523854; XP_006523857; NP_001104302; XP_006523859	Q9DBV7; A0A0R4J1Y8; Q3UP82; E0CYF3; P23708
Nfyb	18045	6754850; 755534225; 755534223; 755534227	XP_011241683; XP_011241682; XP_011241681; NP_035044	P63139; P22569; Q8C590; Q3UK54
Nfyc	18046	568928593; 568928597; 1039766872; 1269612241; 31560663; 1269208312; 1039766874; 114326538; 1039766870; 568928587; 459352765; 1269208457	XP_006502914; XP_017175514; NP_001344122; NP_001041633; NP_001344121; NP_001344123; XP_017175512; NP_001264024; XP_006502912; XP_017175513; XP_006502909; NP_032718	O35088; Q6GU21; P70353; Q7TPS7; Q3U114
Ngb	64242	11967939; 661311568	NP_071859; NP_001281237	Q3USR6; Q5ZPR7; Q9ER97
Ngdn	68966	58037133	NP_081166	Q9DB96; Q8CIJ2
Ngef	53972	162417959; 162417957	NP_063920; NP_001104784	E9QK62; Q8CHT1; Q923H2; Q8R204; Q9JHT9
Ngf	18049	568922016; 162951831; 7305313	NP_001106168; XP_006501171; NP_038637	P01139; Q63864; Q6LDB7; Q6LDU8
Ngfr	18053	70794803	NP_150086	Q8CFT3
Ngly1	59007	1377643356; 1377643321; 31981178	NP_001349362; NP_001349361; NP_067479	Q8K113; Q9JI78; Q9CTK3
Ngp	18054	164519050	NP_032720	Q61903; O08692
Ngrn	83485	254028156	NP_113552; 	Q99PU9; Q99KS2; Q8C401
Nhej1	75570	158517917	NP_083618	Q99JK0; Q3KNJ2; Q9D9U0; A2RT39
Nhlh1	18071	6754852	NP_035046	Q3UEV3; Q02576
Nhlh2	18072	30520253; 568922024	XP_006501175; NP_848892	Q8BFV7; Q64221
Nhlrc1	105193	30425030	NP_780549	Q8BR37; Q0VF71
Nhlrc2	66866	29789158; 569007656	XP_006527330; NP_080087	Q8BZW8; B2RR26; Q80XU0
Nhlrc3	212114	27369692	NP_766089	Q8CDW5; Q8CCH2
Nhlrc4	621239	85702336	NP_001034127	Q3UP44
Nhp2	52530	1417916977; 13386120	NP_001351665; NP_080907	Q9CRB2
Nhs	195727	755566454; 594542537; 569011825; 124486678; 569011823	XP_006528828; XP_006528829; XP_011246102; NP_001074521; NP_001277455	B1AV60; B9EJX2
Nhsl1	215819	568965301; 568965303; 568965307; 568965311; 568965305; 254692995; 568965309; 124378008	XP_006512750; NP_001157064; XP_006512753; XP_006512749; XP_006512754; XP_006512752; XP_006512751; NP_775566	Q8CAF4; Q8C8Z7; Q9CYM2; Q6P6Y7; A0A140LIZ7; Q91YY6; Q8K0R2; Q5DTY4
Nhsl2	100042480	569009505; 569009515; 569009501; 569009507; 254692837; 569009511; 569009513; 569009519; 569009523; 755565071; 755565080; 1039795893; 569009521; 1039795890; 569009517; 755565082	XP_011245801; NP_001157082; XP_006527783; XP_006527790; XP_017173824; XP_017173825; XP_006527789; XP_011245804; XP_006527781; XP_006527786; XP_006527788; XP_006527791; XP_006527792; XP_011245803; XP_006527784; XP_006527787	E9Q0V6; B1AXH1
Nicn1	66257	1406928035; 13384852	NP_001351434; NP_079725	Q9CQM0
Nid1	18073	171543883	NP_035047	Q3TKX9; Q8C9P6; P10493; Q8C3U8; Q8BQI3
Nid2	18074	84370361	NP_032721	O88322; Q8R5G0; Q8C6Z2; Q3TPN0; Q7TQF0
Nif3l1	65102	41056093; 568906778; 568906780	XP_006496249; XP_006496248; NP_075364	Q6P1B7; Q9EQ80; Q9D098
Nifk	67949	224809384	NP_080748	Q8BVL4; Q8BMV9; Q91VE6
Nim1k	245269	30425320	NP_780747	Q80XC1; Q8BHI9; Q8BXQ9; Q148V1
Nin	18080	568978933; 568978938; 568978929; 554790247; 568978931; 568978927; 755542251; 554506543; 125346156; 125346101	NP_001273009; XP_006515591; XP_006515595; XP_011242311; NP_001074922; NP_001273008; NP_032723; XP_006515590; XP_006515592; XP_006515593; 	E9Q4S3; Q3UR16; Q6ZPM7; E9Q488; B2RQ73; Q674R4; Q61043; B7ZMZ9; A0A1Y7VJL5
Ninj1	18081	7305315	NP_038638	O70131; Q3TXT8
Ninj2	29862	568942076; 568942072; 568942078; 7710070; 1039775206; 1105531492	XP_006506284; XP_006506286; XP_006506287; NP_001334361; NP_057927; XP_017177103	Q3TQA7; F8WIJ3; Q9JL89
Ninl	78177	568918888; 161016788; 568918882; 568918886; 568918890; 755500844; 568918880; 568918878; 568918884	XP_006500470; NP_997087; XP_006500471; XP_006500473; XP_011238149; XP_006500472; XP_006500475; XP_006500469; XP_006500474	Q6NXH6; Q6ZQ12; A2ANB8
Nip7	66164	257153334; 257153336	NP_001157944; NP_079667	Q9D1B4; Q9CXK8; E9Q109
Nipa1	233280	23956372	NP_705806	Q8BHK1
Nipa2	93790	371502100; 371502104; 568948779; 371502102; 371502098; 31541945	NP_001243059; NP_076136; NP_001243062; NP_001243060; NP_001243061; XP_006541387	Q9JJC8; Q3U3I0
Nipal1	70701	124487089	NP_001074674	Q8BMW7
Nipal2	223473	568990431; 47059032; 568990433	XP_006520118; XP_006520119; NP_663444	Q91WC7; Q8CC43; A0A0R4J0G3
Nipal3	74552	568932010; 568932008; 1371543275; 1103360222; 568932006; 58037383; 1039768873; 568932004	XP_006539293; NP_001334149; XP_006539295; NP_083271; XP_017175906; NP_001348413; XP_006539294; XP_006539292	A2A987; Q6PG85; Q9D2Y2; Q8BGN5
Nipal4	214112	27369726	NP_766112	Q8BZF2; A4QPF8
Nipbl	71175	755550218; 51371928; 1039749485; 49169845; 568990288; 1039749483; 568990284; 568990286	XP_006520058; NP_081983; XP_006520057; XP_011243636; XP_017172234; NP_957684; XP_006520059; XP_017172235	Q6KCD5; Q6KC78; Q7TNS4; Q8BKV4; Q8CES9; Q9CUC6
Nipsnap1	18082	568969999; 568969995; 6679066	XP_006514638; XP_006514640; NP_032724	O55125; Q5SVF7
Nipsnap2	14467	160298168	NP_032121	Q7TMG8
Nipsnap3a	73398	226442909	NP_082805	G3X8S9; Q9D9L2
Nipsnap3b	66536	13385084; 1039768414; 1102582930	NP_079899; XP_006538237; NP_001334028	B1AWZ5; B1AWZ4; Q9CQE1; Q8VHX9
Nisch	64652	1039746584; 114158672; 755548661; 1109451965; 568988379; 1039746582	NP_001334512; XP_017171604; XP_006519417; XP_017171605; NP_073147; XP_006519416	Q2YDV7; Q8C354; Q80TM9; Q8C4X9; Q8CBH0; Q91XW6; Q9EPW8; Q8CF63; Q99LG6; Q9WUM6
Nit1	27045	568910903; 336088630; 6754856	NP_036179; NP_001229509; XP_006496929	O88526; Q9R1N4; Q8VDK1
Nit2	52633	12963555	NP_075664	Q9JHW2; Q9CTG9
Nkain1	67149	568931773; 165377302; 568931771	NP_080274; XP_006539180; XP_006539179	Q9D0Q6; A6MHP4; Q9D035
Nkain2	432450	755533138; 226437657; 226437655	XP_011241491; NP_001013429; NP_001020457	A6MHP5; A6MHP6; A6MHP7; B2RUC0; Q4PNJ3; A0A1W2P6G7; Q5BLW8; Q4PNJ2
Nkain3	269513	755506483; 594150404; 568926755; 755506485; 50054090	XP_011248348; NP_001277339; XP_006538014; NP_766575; XP_011248349	Q3URJ8; A6MHQ0; Q8BPL2; A2ANL4; A6MHP8; Q6DI91; Q8C7P6
Nkain4	58237	568920377; 213513245; 568920375; 213513225; 1039761487	XP_006500753; NP_067401; XP_017174642; XP_006500752; NP_001135405	Q5EBQ3; Q9D1V9; Q9D8W0; Q9JMG4; A6MHQ3; A2AWN3; A6MHQ2
Nkap	67050	257153408	NP_080213	Q9D0F4; Q9CSH4; Q8BYT5; Q8R324; Q8BTK6
Nkapd1	270156	755528871; 201025409; 755528873; 201025411; 1337931601	NP_997614; XP_011240848; XP_011240847; NP_001347269; NP_001128374	E9PUQ3; Q6NX79
Nkapl	66707	254553396	NP_079995	Q3TV39; Q9CUJ2; Q9D5Y8; Q5SZT7; Q4KKZ9; Q5EBJ1; Q6P8T3
Nkd1	93960	255522958; 255522955	NP_081556; NP_001157132	E9Q5K6; Q91Y46; Q99MH6; Q3TLD6; Q8K200
Nkd2	72293	568983673; 254588129; 1109303177	XP_006517459; NP_082462; NP_001334464	Q8C4J8; Q3TYU5; Q3UM34; Q8VE28; Q91Y45; Q9D7U9
Nkg7	72310	31980746	NP_077215	Q9CY55
Nkiras1	69721	31541888; 941355823; 941355894; 568985599	NP_001303641; NP_001303640; XP_006518160; NP_076015	Q8CEC5; Q9JKV3
Nkiras2	71966	1039738312; 21312616; 1039738314	NP_082300; XP_017170265; XP_017170264	Q9CR56; Q8BWG0
Nkpd1	69547	755520071; 254553317	NP_081392; XP_006540413	H7BX48; Q0VF94; Q9D7C6
Nkrf	77286	78191784; 569009121	XP_006541472; NP_084167	A2A3V7; Q8BJU5; Q8BY02; Q9CRL2
Nktr	18087	62526130; 755531716; 568963529; 755531694; 1039792306; 568963545; 1039792309; 	NP_035048; XP_006512034; XP_017168694; XP_006512041; XP_011241241; XP_017168693; XP_011241242	F8VPR8; P30415; Q3UNH0
Nkx1-1	672284	586946372	NP_035450	-
Nkx1-2	20231	6677853	NP_033149	Q9JKX0; Q9JKX1; P42580; Q9JKW5; A4QPC3; Q9JHF2; Q9JKW6; Q9JKW9
Nkx2-1	21869	568979492; 226246556; 755542593; 226246558	XP_006515854; XP_011242403; NP_001139670; NP_033411	P50220; Q6PFE0
Nkx2-2	18088	568915749; 6754860; 117647245; 568915751; 568915753; 755498893	XP_006498961; XP_006498963; XP_011237651; NP_035049; XP_006498962; NP_001071100	Q3URZ4; Q8BRS9; P42586
Nkx2-3	18089	46849702	NP_032725	Q9QZ60; Q9WV67; P97334
Nkx2-4	228731	568916580; 28202073	XP_006499364; NP_075993	A2ATK2; Q9EQM4; Q9EQM3
Nkx2-5	18091	568999306; 6679068	XP_006523860; NP_032726	Q3UQU2; P42582; P97335
Nkx2-6	18092	1336503586; 568986975; 326807002	XP_006518742; NP_001347147; NP_035050	Q9CVN3; Q8CF35; P43688
Nkx2-9	18094	568978940; 111154095	NP_032727; XP_006515596	O70584; B2RWY9
Nkx3-1	18095	7110673	NP_035051	Q3UVH8; O09087; P97436
Nkx3-2	12020	161016805	NP_031550	P97503; A6H6G9
Nkx6-1	18096	21450629	NP_659204	Q99MA9; Q9ERQ7; B2RQP4
Nkx6-2	14912	76443675	NP_899071; 	D3Z4R4
Nkx6-3	74561	198278517	NP_083278	B2RU70; Q3UHX8; Q4JGN0; Q9D2W8
Nle1	217011	568973217; 568973219; 238624156	XP_006533038; NP_663406; XP_006533039	B1ARD5; Q3URT5; Q8VEJ4
Nlgn1	192167	755502654; 1267345282; 1039763935; 34447217; 568920813; 568920827; 1039763939; 254281191; 568920825; 568920817; 568920823; 1267345246; 568920807; 568920815; 1039763941; 568920809; 568920821; 755502641; 1267345262; 568920819; 1039763944	XP_006535486; XP_011247970; XP_011247969; XP_017174984; NP_001344024; XP_006535481; XP_006535487; XP_017174986; XP_006535482; XP_006535484; XP_017174985; NP_001156859; NP_001344025; XP_006535478; XP_006535488; XP_017174983; NP_001344026; XP_006535479; XP_006535483; XP_006535485; NP_619607	E9QK34; Q99K10
Nlgn2	216856	568973066; 568973062; 56699425; 568973064; 1398130419	XP_006532964; XP_006532965; NP_001351066; XP_006532966; NP_942562	Q6PHN2; Q5F288; Q69ZK9
Nlgn3	245537	262118191	NP_766520	Q8BYM5; A2AGI1; Q8BXR4
Nlk	18099	149408132; 	NP_032728	Q6PF98; Q3TV73; O54949; Q5SYE6
Nln	75805	755546507; 755546505; 755546509; 28077051	XP_011243001; XP_011243002; XP_011243003; NP_083723	Q91YP2; Q8R3F4; Q3UJP1
Nlrc3	268857	755553582; 30425328; 568995378; 755553575; 755553577; 755553586; 124486873	NP_001074749; NP_780756; XP_006522213; XP_011244207; XP_011244204; XP_011244205; XP_011244208	A1L3P6; Q8BJF4; Q3TAB7; Q8BV65; J3QQ49; Q5DU56
Nlrc4	268973	569000441; 1039753651; 1039753648; 569000443; 77736546	XP_006524409; XP_017172980; XP_017172979; XP_006524410; NP_001028539	Q3UP24; Q3TAU8
Nlrc5	434341	568957139; 568957141; 568957133; 568957135; 254692966; 755526967	XP_006531225; XP_006531226; XP_011246730; XP_006531229; XP_006531228; NP_001028379	C3VPR6; Q571H9
Nlrp10	244202	30425308	NP_780741	Q3V3Z6; Q6JGS9; Q8CCN1
Nlrp12	378425	257468329; 568946071; 1039779072	XP_017177810; XP_006540194; NP_001028603	Q3UEM3; E9Q5R7
Nlrp14	76858	755523275; 228008318	NP_001002894; XP_011240240	Q6B966; Q66X14; B2RUL1
Nlrp1a	195046	241666421; 1039736179; 1039736177	NP_001004142; XP_017169844; XP_017169843	M4TJP5; Q3U0B5; Q67EY4; Q2LKU9; M4T4C8; M4T3K8; M4T632
Nlrp1b	637515	1039737874; 1039737882; 568975177; 1039737877; 241666419; 1039737879; 110665740	XP_006533970; XP_017170187; XP_017170190; XP_017170189; NP_001035786; XP_017170188; NP_001155886	A1Z198; Q2LK61; Q2LKV8; F6R9S5
Nlrp2	232827	112821677	NP_808358	Q4PLS0
Nlrp3	216799	1327850468; 22003870; 568972971; 568972973	XP_006532920; XP_006532921; NP_001346567; NP_665826	Q8R4B8; Q1JQ87; Q1JQ88; Q6JEL0; T1W2H6
Nlrp4a	243880	1375023137; 1039778641; 755519586; 27370372; 755519588	XP_011248868; XP_017177725; NP_766484; XP_011248869; NP_001349085	B2RUQ7; Q8BU40; A0A0U1RPM5
Nlrp4b	210045	568945197; 1240700462; 27369660	NP_001342080; NP_766069; XP_006539767	Q8C6J9; Q66X16
Nlrp4c	83564	167466241	NP_113566	Q3TKR3; Q66X27
Nlrp4d	384752	1039781212	XP_017167950	-
Nlrp4e	446099	256542271	NP_001004194	Q66X19
Nlrp4f	97895	140972011	NP_780499	L7N1W9; Q8BWZ1; Q3UX59; D3Z1D2; Q4G0D0
Nlrp4g	235779	51921293; 1078269066	NP_001333351; NP_001004145	Q3UWL9; Q66JP4
Nlrp5	23968	7106379; 85362740; 803378417	NP_035990; NP_001034232; NP_001292786	Q7TPU9; Q9JLR2; Q53ZD5; Q6VSG5; Q9R1M5; Q6VSF9; Q6VSG1; Q6VSG2; Q3UXD0; Q6VSG3; Q6XZF2; Q6VSG0; Q6VSG4
Nlrp6	101613	568952270; 453040301	XP_006536212; NP_598707	Q91WS2; C9W978; F8UKQ6; Q67EY0; Q8K0L4
Nlrp9a	233001	115299743; 722828676; 115299752	NP_001041685; NP_001041684; NP_001289721	Q66X03; Q6UQE7; D3Z7F5; E9QKM4
Nlrp9b	243874	755519580; 755519584; 568945679; 52145307; 568945681; 755519582	XP_006540001; XP_011248865; XP_011248866; XP_011248867; NP_918947; XP_006540002	Q66X22; Q6UTW9
Nlrp9c	330490	1039779040; 1039779046; 110815824; 1039779044; 1039779042	XP_017177802; XP_017177801; NP_001036077; XP_017177803; XP_017177804	Q3ULL8; Q66X01; Q6UTW8
Nlrx1	270151	255522931; 255522933; 255522935	NP_001157215; NP_001157214; NP_848507	Q3UKJ1; Q80W30; Q8C249; Q3TL44
Nmb	68039	602617438; 755521261; 13386018	NP_080799; XP_011249200; NP_001278209	Q9CR53; D3Z621
Nmbr	18101	6679076	NP_032729	O54799; Q0VEH1
Nmd3	97112	19526940	NP_598548	Q3UPR1; Q99L48; Q8BM61
Nme1	18102	37700232	NP_032730	Q5NC81; P15532
Nme2	18103	6679078; 117606270	NP_001070997; NP_032731	Q5NC82; Q01768
Nme3	79059	255308888	NP_062704	Q9EPA2; Q9D931; Q9WV85
Nme4	56520	9790123; 569001119	XP_006524740; NP_062705	Q9WV84
Nme5	75533	755561369; 110625839; 569004656; 1039756525	XP_006526382; XP_011245326; NP_542368; XP_017173493	Q3V2L8; Q99MH5; Q810R1
Nme6	54369	568964006; 568964010; 568964008; 9055290; 568964012	XP_006512263; XP_006512261; NP_061227; XP_006512260; XP_006512262	Q99M53; O88425
Nme7	171567	568910543; 30017377; 568910541; 229608935; 648216075	XP_006496755; XP_006496756; NP_001280242; NP_835172; NP_612187	Q3UMG6; Q8BUH2
Nme8	73412	755544405; 1039744249; 1039744246; 167000069; 268836142	NP_853622; XP_017171105; XP_011242655; XP_017171104; NP_001161381	Q715T0; Q80W74
Nme9	623534	260099719	NP_001159429	-
Nmi	64685	213688428; 568914067; 213688426; 568914065; 33469125	XP_006498281; NP_001135420; NP_001135421; NP_062274; XP_006498282	Q3UJ82; Q99M49; O35309
Nmnat1	66454	568931749; 1248495101; 57527870	XP_006539168; NP_597679; NP_001343286	Q6B504; Q3V449; Q9EPA7
Nmnat2	226518	568908796; 568908798; 30425202	NP_780669; XP_006529519; XP_006529518	Q8BNJ3; Q5HZI3
